representative	genome
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.13_76.07_4.53
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R3.T1.F2.trimmomatic.megahit_bin.40_80.03_3.45
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.52_77.46_3.45
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.15_75.04_2.97
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.None.R1.T0.trimmomatic.megahit_bin.143_76.22_2.59
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Fen.Labelled.R1.T3.F2.trimmomatic.megahit_bin.45_82.83_3.45
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.29_85.41_4.31
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.25_87.21_4.31
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.28_79.76_2.59
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.51_74.59_1.77
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R1.T1.F2.trimmomatic.megahit_bin.79_72.82_1.72
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.103_78.41_3.45
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.95_80.02_4.31
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.59_73.77_0.86
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.98_79.81_2.59
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R3.T2.F1.trimmomatic.megahit_bin.49_80.65_0.91
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.33_81.32_1.94
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.111_82.39_1.77
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R3.T2.F2.trimmomatic.megahit_bin.50_73.89_0.86
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.70_88.43_2.59
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72	Bog.Unlabelled.R1.T1.F3.trimmomatic.megahit_bin.39_89.87_3.45
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.51_99.14_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.80_98.28_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.78_97.41_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.47_98.28_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.82_97.41_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.16_96.55_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.35_96.25_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.99_95.69_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.19_96.98_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F2.trimmomatic.megahit_bin.16_96.55_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.56_98.28_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.81_96.55_0.92
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F2.trimmomatic.metaspades_bin.85_96.26_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.137_96.55_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F3.JGI.BFC.metaspades_bin.56_94.83_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.9_94.83_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.10_96.02_0.93
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.35_94.83_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.56_94.83_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.14_95.69_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.11_94.97_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F3.trimmomatic.megahit_bin.107_93.53_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.143_93.30_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.89_94.83_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F2.JGI.BFC.metaspades_bin.2_92.24_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.6_94.16_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.74_96.55_1.29
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.118_94.83_0.93
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.103_95.55_1.36
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.83_93.36_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.28_97.08_1.90
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.42_96.84_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.4_93.44_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.42_92.96_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.None.R3.T0.JGI.BFC.metaspades_bin.53_95.69_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.86_96.55_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.46_92.05_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.None.R2.T0.trimmomatic.megahit_bin.295_93.34_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.92_93.10_1.21
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.82_92.24_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F3.trimmomatic.metaspades_bin.12_94.40_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.8_93.15_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.106_89.66_3.02
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.12_94.83_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.51_88.31_1.29
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.None.R1.T0.trimmomatic.megahit_bin.23_83.96_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.15_97.41_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.21_91.59_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.173_93.34_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.30_86.10_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F1.trimmomatic.megahit_bin.71_87.69_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F2.trimmomatic.megahit_bin.62_94.04_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F3.trimmomatic.metaspades_bin.89_95.35_1.15
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T1.F2.trimmomatic.megahit_bin.14_96.77_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.180_90.85_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.83_92.67_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.114_92.39_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.96_96.89_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F3.JGI.BFC.metaspades_bin.19_83.90_2.59
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.104_92.24_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.6_93.44_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.34_90.88_3.88
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.12_92.15_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.110_95.11_2.37
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.82_93.36_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F1.trimmomatic.metaspades_bin.24_86.61_2.16
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.4_88.79_1.15
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.49_89.44_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Fen.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.8_77.49_0.00
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.41_91.38_2.59
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F3.trimmomatic.megahit_bin.47_96.12_2.76
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.88_96.89_2.59
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.60_94.54_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.113_93.37_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.89_89.85_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.2_90.13_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.14_93.97_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.116_90.78_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.15_95.88_2.64
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.80_91.38_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.75_76.20_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.68_79.38_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.63_93.03_3.02
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.180_87.60_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.110_86.29_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.32_85.25_4.31
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	20130700_S2S_22
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.35_96.70_3.74
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.57_94.40_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.43_93.97_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.36_95.69_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.29_73.07_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.84_95.30_2.44
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.59_90.68_2.25
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.60_79.74_1.29
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.24_73.35_1.78
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T1.F3.trimmomatic.megahit_bin.97_90.95_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.30_72.99_2.16
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T1.F3.trimmomatic.megahit_bin.71_91.91_3.12
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F1.trimmomatic.megahit_bin.52_73.91_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F2.trimmomatic.megahit_bin.27_91.12_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.30_91.40_3.45
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.26_74.62_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.54_89.66_0.00
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.151_94.83_1.90
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R2.T2.F3.JGI.BFC.metaspades_bin.47_93.49_2.59
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.159_91.57_0.86
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.None.R2.T0.JGI.BFC.metaspades_bin.53_93.97_2.59
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.31_74.14_1.29
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.Labelled.R3.T2.F2.trimmomatic.metaspades_bin.37_93.89_1.72
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86	Bog.None.R3.T0.trimmomatic.megahit_bin.265_88.98_2.59
20130700_C2X_13	20130700_C2X_13
20130700_C2X_13	Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.93_83.87_1.23
20130700_C2X_13	3300037185_12
20130700_C2X_13	Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.84_78.77_0.93
20130700_C2X_13	20150700_E13_2
20130700_C2X_13	20160700_E23_16
20130700_C2X_13	Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.10_95.37_1.58
20130700_C2X_13	20130700_C1D_4
20130700_C2X_13	Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.54_80.28_2.55
20130700_C2X_13	Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.40_89.94_1.63
20130700_C2X_13	20160700_E25_19
20130700_C2X_13	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.211_92.77_0.00
20130700_C2X_13	20140700_E14_10
20130700_C2X_13	20130700_C1X_4
20130700_C2X_13	Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.92_73.43_1.85
20130700_C2X_13	Bog.None.R2.T0.JGI.BFC.metaspades_bin.180_91.17_4.35
20130700_C2X_13	20130700_C1Y_10
20130700_C2X_13	20130700_C2M_15
20130700_C2X_13	Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.116_90.96_3.79
20130700_C2X_13	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.155_87.81_2.95
20130700_C2X_13	20110600_S3D_4
20130700_C2X_13	Bog.None.R3.T0.trimmomatic.megahit_bin.146_75.36_4.10
20130700_C2X_13	Bog.None.R1.T0.trimmomatic.megahit_bin.368_92.59_6.72
20130700_C2X_13	Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.20_80.64_2.16
20130700_C2X_13	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.130_94.29_1.94
20130700_C2X_13	Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.11_82.82_0.55
20130700_C2X_13	Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.129_90.28_4.63
20130700_C2X_13	Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.14_81.64_5.20
20130700_C2X_13	20140700_E15_4
20130700_C2X_13	Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.67_92.06_0.00
20130700_C2X_13	Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.46_88.80_4.42
20130700_C2X_13	PMRE01
20130700_C2X_13	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.130_85.44_6.25
20130700_C2X_13	20170700_E15_1
20130700_C2X_13	Bog.None.R2.T0.trimmomatic.megahit_bin.121_93.15_9.22
20130700_C2X_13	Bog.None.R3.T0.JGI.BFC.metaspades_bin.325_74.61_6.77
20130700_C2X_13	20150700_E15_7
20130700_C2X_13	20120600_S3D_5
20130700_C2X_13	20150700_E14_17
20130700_C2X_13	20130700_C2D_6
20130700_C2X_13	PLOF01
20130700_C2X_13	20120800_E1D_11
20150700_S23_3	20150700_S23_3
20150700_S23_3	PLFT01
20150700_S23_3	20140700_S33_19
20150700_S23_3	PLAW01
20150700_S23_3	20130700_S3M_13
20150700_S23_3	20110800_S3M_4
20150700_S23_3	20140700_S12_18
20150700_S23_3	20120600_S2M_17
20150700_S23_3	PKZZ01
20150700_S23_3	PMGH01
20150700_S23_3	20170700_S33_18
20150700_S23_3	20111000_S3D_6
20150700_S23_3	PMPA01
20150700_S23_3	PLAK01
20150700_S23_3	PLKC01
20150700_S23_3	PMFC01
20150700_S23_3	20111000_S2M_11
20150700_S23_3	20120600_S3M_9
20150700_S23_3	20130700_S3D_11
20150700_S23_3	20111000_S2D_11
20140700_E22_12	20140700_E22_12
20140700_E22_12	20140700_S15_1
20140700_E22_12	20120800_S1X_6
20140700_E22_12	20110600_S3M_20
20140700_E22_12	20130700_S1X_12
20140700_E22_12	PLTQ01
20140700_E22_12	20120800_S2X_8
20140700_E22_12	20130700_E1D_1
20140700_E22_12	20130700_E1S_7
20140700_E22_12	20130700_S1Y_16
20140700_E22_12	20150700_S34_14
20140700_E22_12	20130700_S2M_7
20140700_E22_12	20110800_S3D_13
20140700_E22_12	20140700_S24_4
20140700_E22_12	20140700_S14_6
20140700_E22_12	20150700_S25_11
20140700_E22_12	20110600_S2D_13
20140700_E22_12	20150700_S24_11
20140700_E22_12	20160700_S35_1
20140700_E22_12	20140700_S16_18
20140700_E22_12	20140700_S26_13
20140700_E22_12	20110700_S2M_1
20140700_E22_12	PLAX01
20140700_E22_12	20160700_S14_17
